"ID","プラグイン","重大度","確度","分類","不具合内容","ファイル","行","影響","詳細","推奨対応","ステータス","関連BUG.md","確認方法","正常使用時影響","影響条件","修正優先度","切り分け理由","修正日","修正内容","修正ファイル","確認結果"
"PB-0076","TimeCalculation","Medium","Medium","REST API","kintone REST API呼び出しのエラー処理が近傍で確認できない","plugins/時間計算/TimeCalculation/contents/js/mobile.js","398","API失敗時に処理が止まる、またはユーザーへ通知されない可能性","kintone.api呼び出し近傍にcatchまたはtry-catchが確認できない。","対象関数でエラー処理の有無を確認する。","修正済み・要確認","","kintone.api近傍catch確認","条件付き","API通信失敗、権限不足、対象アプリ/フォーム情報取得失敗、kintone APIレスポンスエラー時","中","通常のAPI成功時は処理継続するが、kintone.api呼び出し近傍にcatchまたはtry-catchが確認できず、エラー条件で停止または通知漏れになる可能性がある。 2026-06-26修正済み・要確認: kintone REST API呼び出しをローカルのcallKintoneApiラッパー経由に変更し、API失敗時にエラー通知して再throwするようにした。 実機/Playwright確認は未実施。","2026-06-26","kintone REST API呼び出しをローカルのcallKintoneApiラッパー経由に変更し、API失敗時にエラー通知して再throwするようにした。","plugins/時間計算/TimeCalculation/contents/js/mobile.js","対象元ソースJSのnode --check成功。git diff確認予定。kintone実機/Playwright確認は未実施。"
"PB-0077","UserSelectStringAssignment","Medium","Medium","REST API","kintone REST API呼び出しのエラー処理が近傍で確認できない","plugins/ユーザー選択→文字列1行代入/UserSelectStringAssignment/contents/js/config.js","202","API失敗時に処理が止まる、またはユーザーへ通知されない可能性","kintone.api呼び出し近傍にcatchまたはtry-catchが確認できない。","対象関数でエラー処理の有無を確認する。","修正済み・要確認","","kintone.api近傍catch確認","条件付き","API通信失敗、権限不足、対象アプリ/フォーム情報取得失敗、kintone APIレスポンスエラー時","中","通常のAPI成功時は処理継続するが、kintone.api呼び出し近傍にcatchまたはtry-catchが確認できず、エラー条件で停止または通知漏れになる可能性がある。 2026-06-26修正済み・要確認: kintone REST API呼び出しをローカルのcallKintoneApiラッパー経由に変更し、API失敗時にエラー通知して再throwするようにした。 実機/Playwright確認は未実施。","2026-06-26","kintone REST API呼び出しをローカルのcallKintoneApiラッパー経由に変更し、API失敗時にエラー通知して再throwするようにした。","plugins/ユーザー選択→文字列1行代入/UserSelectStringAssignment/contents/js/config.js","対象元ソースJSのnode --check成功。git diff確認予定。kintone実機/Playwright確認は未実施。"
"PB-0078","UserSelectStringAssignment","Medium","Medium","REST API","kintone REST API呼び出しのエラー処理が近傍で確認できない","plugins/ユーザー選択→文字列1行代入/UserSelectStringAssignment/contents/js/desktop.js","170","API失敗時に処理が止まる、またはユーザーへ通知されない可能性","kintone.api呼び出し近傍にcatchまたはtry-catchが確認できない。","対象関数でエラー処理の有無を確認する。","修正済み・要確認","","kintone.api近傍catch確認","条件付き","API通信失敗、権限不足、対象アプリ/フォーム情報取得失敗、kintone APIレスポンスエラー時","中","通常のAPI成功時は処理継続するが、kintone.api呼び出し近傍にcatchまたはtry-catchが確認できず、エラー条件で停止または通知漏れになる可能性がある。 2026-06-26修正済み・要確認: kintone REST API呼び出しをローカルのcallKintoneApiラッパー経由に変更し、API失敗時にエラー通知して再throwするようにした。 実機/Playwright確認は未実施。","2026-06-26","kintone REST API呼び出しをローカルのcallKintoneApiラッパー経由に変更し、API失敗時にエラー通知して再throwするようにした。","plugins/ユーザー選択→文字列1行代入/UserSelectStringAssignment/contents/js/desktop.js","対象元ソースJSのnode --check成功。git diff確認予定。kintone実機/Playwright確認は未実施。"
"PB-0079","UserSelectStringAssignment","Medium","Medium","REST API","kintone REST API呼び出しのエラー処理が近傍で確認できない","plugins/ユーザー選択→文字列1行代入/UserSelectStringAssignment/contents/js/mobile.js","170","API失敗時に処理が止まる、またはユーザーへ通知されない可能性","kintone.api呼び出し近傍にcatchまたはtry-catchが確認できない。","対象関数でエラー処理の有無を確認する。","修正済み・要確認","","kintone.api近傍catch確認","条件付き","API通信失敗、権限不足、対象アプリ/フォーム情報取得失敗、kintone APIレスポンスエラー時","中","通常のAPI成功時は処理継続するが、kintone.api呼び出し近傍にcatchまたはtry-catchが確認できず、エラー条件で停止または通知漏れになる可能性がある。 2026-06-26修正済み・要確認: kintone REST API呼び出しをローカルのcallKintoneApiラッパー経由に変更し、API失敗時にエラー通知して再throwするようにした。 実機/Playwright確認は未実施。","2026-06-26","kintone REST API呼び出しをローカルのcallKintoneApiラッパー経由に変更し、API失敗時にエラー通知して再throwするようにした。","plugins/ユーザー選択→文字列1行代入/UserSelectStringAssignment/contents/js/mobile.js","対象元ソースJSのnode --check成功。git diff確認予定。kintone実機/Playwright確認は未実施。"
"PB-0080","appList","Low","High","CSS","!importantが使用されている","plugins/アプリ一覧（カスタム版）/appList/contents/css/config.css","105","他スタイルとの競合や表示調整困難につながる可能性","CSS内で!importantが使用されている。","必要性を確認し、不要であれば通常の詳細度へ置き換える。","未対応（潜在）","","CSS !important検索","なし","通常操作への直接影響は確認できない。表示調整や将来のCSS競合時に影響する可能性がある。","低","!importantが使用されているは現時点では主要機能停止ではなく、保守性または軽微な表示調整リスクとして扱う。","","","",""
"PB-0081","appList","Low","High","CSS","!importantが使用されている","plugins/アプリ一覧（カスタム版）/appList/contents/css/config.css","111","他スタイルとの競合や表示調整困難につながる可能性","CSS内で!importantが使用されている。","必要性を確認し、不要であれば通常の詳細度へ置き換える。","未対応（潜在）","","CSS !important検索","なし","通常操作への直接影響は確認できない。表示調整や将来のCSS競合時に影響する可能性がある。","低","!importantが使用されているは現時点では主要機能停止ではなく、保守性または軽微な表示調整リスクとして扱う。","","","",""
"PB-0082","appList","Low","High","CSS","!importantが使用されている","plugins/アプリ一覧（カスタム版）/appList/contents/css/config.css","115","他スタイルとの競合や表示調整困難につながる可能性","CSS内で!importantが使用されている。","必要性を確認し、不要であれば通常の詳細度へ置き換える。","未対応（潜在）","","CSS !important検索","なし","通常操作への直接影響は確認できない。表示調整や将来のCSS競合時に影響する可能性がある。","低","!importantが使用されているは現時点では主要機能停止ではなく、保守性または軽微な表示調整リスクとして扱う。","","","",""
"PB-0083","appList","Low","High","CSS","!importantが使用されている","plugins/アプリ一覧（カスタム版）/appList/contents/css/config.css","120","他スタイルとの競合や表示調整困難につながる可能性","CSS内で!importantが使用されている。","必要性を確認し、不要であれば通常の詳細度へ置き換える。","未対応（潜在）","","CSS !important検索","なし","通常操作への直接影響は確認できない。表示調整や将来のCSS競合時に影響する可能性がある。","低","!importantが使用されているは現時点では主要機能停止ではなく、保守性または軽微な表示調整リスクとして扱う。","","","",""
"PB-0084","appList","Low","High","CSS","!importantが使用されている","plugins/アプリ一覧（カスタム版）/appList/contents/css/config.css","124","他スタイルとの競合や表示調整困難につながる可能性","CSS内で!importantが使用されている。","必要性を確認し、不要であれば通常の詳細度へ置き換える。","未対応（潜在）","","CSS !important検索","なし","通常操作への直接影響は確認できない。表示調整や将来のCSS競合時に影響する可能性がある。","低","!importantが使用されているは現時点では主要機能停止ではなく、保守性または軽微な表示調整リスクとして扱う。","","","",""
"PB-0085","FieldHidden","Low","High","JavaScript","console.logが残置されている","plugins/非表示/FieldHidden/contents/js/mobile.js","167","本番利用時に不要なログが出力される可能性","実行されるconsole.logが残っている。","必要性を確認し、不要であれば削除する。","未対応（潜在）","","コメント除外後console.log検索","なし","通常操作への直接影響は確認できない。ブラウザコンソールに不要ログが出る可能性がある。","低","console.log残置は運用時のノイズだが、処理停止や保存不可には直結しないため低優先とする。","","","",""
"PB-0086","FuriganaAutoInput","Low","High","JavaScript","console.logが残置されている","plugins/ふりがな自動入力/FuriganaAutoInput/contents/js/mobile.js","170","本番利用時に不要なログが出力される可能性","実行されるconsole.logが残っている。","必要性を確認し、不要であれば削除する。","未対応（潜在）","","コメント除外後console.log検索","なし","通常操作への直接影響は確認できない。ブラウザコンソールに不要ログが出る可能性がある。","低","console.log残置は運用時のノイズだが、処理停止や保存不可には直結しないため低優先とする。","","","",""
"PB-0087","StringConcatenation","Low","High","CSS","!importantが使用されている","plugins/文字列結合/StringConcatenation/contents/css/config.css","23","他スタイルとの競合や表示調整困難につながる可能性","CSS内で!importantが使用されている。","必要性を確認し、不要であれば通常の詳細度へ置き換える。","未対応（潜在）","","CSS !important検索","なし","通常操作への直接影響は確認できない。表示調整や将来のCSS競合時に影響する可能性がある。","低","!importantが使用されているは現時点では主要機能停止ではなく、保守性または軽微な表示調整リスクとして扱う。","","","",""
"PB-0088","StringConcatenation","Low","High","CSS","!importantが使用されている","plugins/文字列結合/StringConcatenation/contents/css/config.css","28","他スタイルとの競合や表示調整困難につながる可能性","CSS内で!importantが使用されている。","必要性を確認し、不要であれば通常の詳細度へ置き換える。","未対応（潜在）","","CSS !important検索","なし","通常操作への直接影響は確認できない。表示調整や将来のCSS競合時に影響する可能性がある。","低","!importantが使用されているは現時点では主要機能停止ではなく、保守性または軽微な表示調整リスクとして扱う。","","","",""
"PB-0089","StringConcatenation","Low","High","CSS","!importantが使用されている","plugins/文字列結合/StringConcatenation/contents/css/config.css","31","他スタイルとの競合や表示調整困難につながる可能性","CSS内で!importantが使用されている。","必要性を確認し、不要であれば通常の詳細度へ置き換える。","未対応（潜在）","","CSS !important検索","なし","通常操作への直接影響は確認できない。表示調整や将来のCSS競合時に影響する可能性がある。","低","!importantが使用されているは現時点では主要機能停止ではなく、保守性または軽微な表示調整リスクとして扱う。","","","",""
"PB-0090","TabDisplay","Low","High","CSS","!importantが使用されている","plugins/TAB表示/TabDisplay/contents/css/config.css","26","他スタイルとの競合や表示調整困難につながる可能性","CSS内で!importantが使用されている。","必要性を確認し、不要であれば通常の詳細度へ置き換える。","未対応（潜在）","","CSS !important検索","なし","通常操作への直接影響は確認できない。表示調整や将来のCSS競合時に影響する可能性がある。","低","!importantが使用されているは現時点では主要機能停止ではなく、保守性または軽微な表示調整リスクとして扱う。","","","",""
"PB-0091","TabDisplay","Low","High","CSS","!importantが使用されている","plugins/TAB表示/TabDisplay/contents/css/config.css","31","他スタイルとの競合や表示調整困難につながる可能性","CSS内で!importantが使用されている。","必要性を確認し、不要であれば通常の詳細度へ置き換える。","未対応（潜在）","","CSS !important検索","なし","通常操作への直接影響は確認できない。表示調整や将来のCSS競合時に影響する可能性がある。","低","!importantが使用されているは現時点では主要機能停止ではなく、保守性または軽微な表示調整リスクとして扱う。","","","",""
"PB-0092","TabDisplay","Low","High","CSS","!importantが使用されている","plugins/TAB表示/TabDisplay/contents/css/config.css","34","他スタイルとの競合や表示調整困難につながる可能性","CSS内で!importantが使用されている。","必要性を確認し、不要であれば通常の詳細度へ置き換える。","未対応（潜在）","","CSS !important検索","なし","通常操作への直接影響は確認できない。表示調整や将来のCSS競合時に影響する可能性がある。","低","!importantが使用されているは現時点では主要機能停止ではなく、保守性または軽微な表示調整リスクとして扱う。","","","",""
